,ProjectID,Framefile,Nfish,Sex,Box,CorrectAnnotation,User,DateTime,Dataset
3862,MC6_5,MC6_5_0001_vid_235567.jpg,1,u,"(1011, 263, 46, 215)",Yes,rhiyasharma,59:54.3,Train
3867,MC6_5,MC6_5_0001_vid_286891.jpg,1,m,"(680, 546, 44, 127)",Yes,rhiyasharma,24:11.2,Train
3869,MC6_5,MC6_5_0001_vid_30800.jpg,1,m,"(167, 236, 104, 119)",Yes,rhiyasharma,59:54.3,Train
3871,MC6_5,MC6_5_0001_vid_313699.jpg,1,f,"(246, 81, 47, 97)",Yes,rhiyasharma,02:00.9,Train
3874,MC6_5,MC6_5_0001_vid_313872.jpg,1,u,"(24, 482, 27, 142)",Yes,priya,03:36.0,Validate
3876,MC6_5,MC6_5_0001_vid_358291.jpg,2,u,"(168, 911, 109, 59)",Yes,priya,00:28.2,Train
3877,MC6_5,MC6_5_0001_vid_358291.jpg,2,f,"(541, 420, 106, 67)",Yes,priya,00:28.2,Train
3880,MC6_5,MC6_5_0001_vid_362610.jpg,2,u,"(417, 906, 21, 65)",Yes,priya,58:20.5,Train
3881,MC6_5,MC6_5_0001_vid_362610.jpg,2,m,"(578, 618, 46, 126)",Yes,priya,58:20.5,Train
3882,MC6_5,MC6_5_0001_vid_362934.jpg,1,u,"(311, 907, 58, 64)",Yes,rhiyasharma,04:05.6,Train
3884,MC6_5,MC6_5_0001_vid_376189.jpg,2,u,"(461, 906, 107, 64)",Yes,rhiyasharma,24:46.9,Validate
3885,MC6_5,MC6_5_0001_vid_376189.jpg,2,u,"(1019, 746, 36, 144)",Yes,rhiyasharma,24:46.9,Validate
3888,MC6_5,MC6_5_0001_vid_387350.jpg,1,f,"(461, 763, 89, 115)",Yes,rhiyasharma,24:46.9,Train
3894,MC6_5,MC6_5_0001_vid_410061.jpg,1,m,"(184, 848, 143, 44)",Yes,rhiyasharma,24:11.2,Validate
3897,MC6_5,MC6_5_0001_vid_414814.jpg,1,u,"(1039, 1, 25, 8)",Yes,priya,00:28.2,Train
3898,MC6_5,MC6_5_0001_vid_415976.jpg,0,,,Yes,rhiyasharma,59:54.3,Train
3900,MC6_5,MC6_5_0001_vid_424070.jpg,1,u,"(1007, 30, 67, 159)",Yes,rhiyasharma,02:00.9,Train
3903,MC6_5,MC6_5_0001_vid_426197.jpg,2,m,"(875, 647, 33, 134)",Yes,priya,00:28.2,Train
3904,MC6_5,MC6_5_0001_vid_426197.jpg,2,u,"(1015, 636, 27, 118)",Yes,priya,00:28.2,Train
3905,MC6_5,MC6_5_0001_vid_428730.jpg,1,m,"(127, 886, 99, 44)",Yes,rhiyasharma,24:46.9,Train
3907,MC6_5,MC6_5_0001_vid_445688.jpg,1,m,"(345, 527, 118, 48)",Yes,rhiyasharma,02:00.9,Train
3909,MC6_5,MC6_5_0001_vid_453315.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
3911,MC6_5,MC6_5_0001_vid_461486.jpg,1,m,"(660, 831, 88, 52)",Yes,rhiyasharma,24:46.9,Train
3913,MC6_5,MC6_5_0001_vid_466151.jpg,1,m,"(569, 502, 44, 141)",Yes,rhiyasharma,02:00.9,Validate
3915,MC6_5,MC6_5_0001_vid_486617.jpg,2,m,"(675, 426, 47, 110)",Yes,rhiyasharma,59:54.3,Validate
3916,MC6_5,MC6_5_0001_vid_486617.jpg,2,u,"(1022, 0, 50, 67)",Yes,rhiyasharma,59:54.3,Validate
3920,MC6_5,MC6_5_0001_vid_492173.jpg,1,m,"(665, 662, 84, 97)",Yes,priya,15:17.9,Train
3921,MC6_5,MC6_5_0001_vid_502261.jpg,1,m,"(292, 88, 112, 106)",Yes,rhiyasharma,04:05.6,Train
3923,MC6_5,MC6_5_0001_vid_507798.jpg,1,u,"(1029, 0, 44, 91)",Yes,rhiyasharma,59:54.3,Validate
3925,MC6_5,MC6_5_0001_vid_532792.jpg,0,,,Yes,rhiyasharma,59:54.3,Validate
3927,MC6_5,MC6_5_0001_vid_541249.jpg,3,u,"(1003, 653, 67, 104)",Yes,rhiyasharma,02:00.9,Train
3928,MC6_5,MC6_5_0001_vid_541249.jpg,3,f,"(189, 242, 83, 205)",Yes,rhiyasharma,02:00.9,Train
3929,MC6_5,MC6_5_0001_vid_541249.jpg,3,f,"(383, 296, 151, 129)",Yes,rhiyasharma,02:00.9,Train
3936,MC6_5,MC6_5_0001_vid_541970.jpg,3,u,"(1026, 690, 45, 133)",Yes,priya,40:39.2,Validate
3937,MC6_5,MC6_5_0001_vid_541970.jpg,3,u,"(875, 63, 61, 82)",Yes,priya,40:39.2,Validate
3938,MC6_5,MC6_5_0001_vid_541970.jpg,3,m,"(771, 36, 95, 123)",Yes,priya,40:39.2,Validate
3939,MC6_5,MC6_5_0001_vid_560389.jpg,1,u,"(1031, 0, 41, 40)",Yes,rhiyasharma,02:00.9,Validate
3941,MC6_5,MC6_5_0001_vid_561465.jpg,1,m,"(210, 693, 81, 141)",Yes,rhiyasharma,24:11.2,Validate
3944,MC6_5,MC6_5_0001_vid_568806.jpg,1,u,"(795, 932, 91, 32)",Yes,priya,40:39.2,Train
3945,MC6_5,MC6_5_0001_vid_57417.jpg,1,m,"(241, 705, 43, 159)",Yes,rhiyasharma,04:05.6,Train
3947,MC6_5,MC6_5_0001_vid_58219.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
3949,MC6_5,MC6_5_0001_vid_67004.jpg,2,m,"(176, 139, 66, 157)",Yes,rhiyasharma,24:11.2,Train
3950,MC6_5,MC6_5_0001_vid_67004.jpg,2,f,"(92, 149, 76, 136)",Yes,rhiyasharma,24:11.2,Train
3954,MC6_5,MC6_5_0001_vid_71703.jpg,1,u,"(1020, 554, 46, 161)",Yes,rhiyasharma,24:11.2,Train
3956,MC6_5,MC6_5_0001_vid_81441.jpg,1,m,"(97, 191, 139, 51)",Yes,rhiyasharma,02:00.9,Train
3958,MC6_5,MC6_5_0001_vid_82180.jpg,0,,,Yes,rhiyasharma,59:54.3,Train
3961,MC6_5,MC6_5_0001_vid_97600.jpg,1,u,"(1010, 747, 55, 126)",Yes,priya,40:39.2,Train
3962,MC6_5,MC6_5_0002_vid_1008896.jpg,3,f,"(504, 438, 145, 56)",Yes,rhiyasharma,04:05.6,Train
3963,MC6_5,MC6_5_0002_vid_1008896.jpg,3,m,"(627, 750, 40, 119)",Yes,rhiyasharma,04:05.6,Train
3964,MC6_5,MC6_5_0002_vid_1008896.jpg,3,f,"(854, 471, 40, 130)",Yes,rhiyasharma,04:05.6,Train
3969,MC6_5,MC6_5_0002_vid_1018650.jpg,1,u,"(377, 929, 19, 42)",Yes,priya,08:18.3,Validate
3971,MC6_5,MC6_5_0002_vid_1063078.jpg,2,f,"(822, 272, 57, 110)",Yes,priya,15:17.9,Train
3972,MC6_5,MC6_5_0002_vid_1063078.jpg,2,u,"(1026, 894, 27, 77)",Yes,priya,15:17.9,Train
3973,MC6_5,MC6_5_0002_vid_126217.jpg,1,m,"(385, 411, 42, 157)",Yes,rhiyasharma,59:54.3,Train
3975,MC6_5,MC6_5_0002_vid_142079.jpg,1,u,"(1043, 870, 25, 99)",Yes,rhiyasharma,24:11.2,Train
3977,MC6_5,MC6_5_0002_vid_152899.jpg,2,m,"(175, 397, 73, 173)",Yes,rhiyasharma,02:00.9,Train
3978,MC6_5,MC6_5_0002_vid_152899.jpg,2,f,"(81, 298, 88, 131)",Yes,rhiyasharma,02:00.9,Train
3981,MC6_5,MC6_5_0002_vid_180379.jpg,1,m,"(43, 423, 72, 201)",Yes,rhiyasharma,02:00.9,Train
3984,MC6_5,MC6_5_0002_vid_187270.jpg,2,m,"(221, 450, 82, 167)",Yes,priya,00:28.2,Validate
3985,MC6_5,MC6_5_0002_vid_187270.jpg,2,u,"(1043, 886, 29, 82)",Yes,priya,00:28.2,Validate
3986,MC6_5,MC6_5_0002_vid_196991.jpg,1,u,"(1034, 847, 38, 121)",Yes,rhiyasharma,24:46.9,Train
3988,MC6_5,MC6_5_0002_vid_218219.jpg,0,,,Yes,rhiyasharma,02:00.9,Validate
3991,MC6_5,MC6_5_0002_vid_221153.jpg,1,u,"(1046, 891, 23, 80)",Yes,priya,00:28.2,Validate
3992,MC6_5,MC6_5_0002_vid_22761.jpg,1,f,"(398, 486, 161, 50)",Yes,rhiyasharma,59:54.3,Train
3994,MC6_5,MC6_5_0002_vid_234730.jpg,2,u,"(1053, 926, 16, 41)",Yes,rhiyasharma,24:46.9,Train
3995,MC6_5,MC6_5_0002_vid_234730.jpg,2,m,"(58, 223, 52, 117)",Yes,rhiyasharma,24:46.9,Train
3998,MC6_5,MC6_5_0002_vid_290190.jpg,2,m,"(66, 563, 105, 177)",Yes,priya,00:28.2,Train
3999,MC6_5,MC6_5_0002_vid_290190.jpg,2,u,"(1029, 883, 42, 83)",Yes,priya,00:28.2,Train
4001,MC6_5,MC6_5_0002_vid_337560.jpg,2,u,"(1039, 881, 22, 90)",Yes,priya,00:28.2,Train
4002,MC6_5,MC6_5_0002_vid_337560.jpg,2,u,"(509, 951, 130, 20)",Yes,priya,00:28.2,Train
4006,MC6_5,MC6_5_0002_vid_42449.jpg,1,m,"(174, 364, 86, 127)",Yes,rhiyasharma,04:05.6,Train
4009,MC6_5,MC6_5_0002_vid_441060.jpg,1,u,"(1024, 877, 33, 93)",Yes,priya,00:28.2,Train
4010,MC6_5,MC6_5_0002_vid_468567.jpg,1,u,"(1044, 887, 30, 83)",Yes,rhiyasharma,02:00.9,Train
4013,MC6_5,MC6_5_0002_vid_538805.jpg,2,u,"(1022, 905, 28, 66)",Yes,priya,40:39.2,Train
4014,MC6_5,MC6_5_0002_vid_538805.jpg,2,m,"(138, 537, 33, 144)",Yes,priya,40:39.2,Train
4016,MC6_5,MC6_5_0002_vid_555578.jpg,1,u,"(1035, 884, 38, 87)",Yes,priya,00:28.2,Train
4018,MC6_5,MC6_5_0002_vid_572332.jpg,2,m,"(271, 614, 52, 150)",Yes,priya,00:28.2,Train
4019,MC6_5,MC6_5_0002_vid_572332.jpg,2,u,"(1034, 854, 33, 115)",Yes,priya,00:28.2,Train
4020,MC6_5,MC6_5_0002_vid_584387.jpg,1,u,"(1036, 874, 38, 96)",Yes,rhiyasharma,02:00.9,Validate
4025,MC6_5,MC6_5_0002_vid_592482.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4028,MC6_5,MC6_5_0002_vid_607041.jpg,1,u,"(1029, 732, 38, 174)",Yes,priya,00:28.2,Validate
4029,MC6_5,MC6_5_0002_vid_737541.jpg,1,u,"(733, 925, 31, 43)",Yes,rhiyasharma,24:46.9,Train
4035,MC6_5,MC6_5_0002_vid_745622.jpg,1,u,"(1049, 892, 23, 79)",Yes,priya,40:39.2,Train
4036,MC6_5,MC6_5_0002_vid_759079.jpg,1,u,"(1044, 877, 26, 94)",Yes,rhiyasharma,24:11.2,Train
4038,MC6_5,MC6_5_0002_vid_76364.jpg,1,m,"(37, 131, 124, 68)",Yes,rhiyasharma,04:05.6,Validate
4041,MC6_5,MC6_5_0002_vid_766243.jpg,2,u,"(1042, 899, 25, 72)",Yes,priya,40:39.2,Train
4042,MC6_5,MC6_5_0002_vid_766243.jpg,2,m,"(285, 280, 111, 21)",Yes,priya,40:39.2,Train
4043,MC6_5,MC6_5_0002_vid_768355.jpg,2,m,"(553, 746, 169, 50)",Yes,rhiyasharma,24:11.2,Validate
4044,MC6_5,MC6_5_0002_vid_768355.jpg,2,u,"(1044, 739, 27, 73)",Yes,rhiyasharma,24:11.2,Validate
4047,MC6_5,MC6_5_0002_vid_787868.jpg,1,u,"(1022, 83, 39, 190)",Yes,rhiyasharma,04:05.6,Train
4049,MC6_5,MC6_5_0002_vid_815556.jpg,2,u,"(1042, 869, 26, 100)",Yes,rhiyasharma,24:11.2,Validate
4050,MC6_5,MC6_5_0002_vid_815556.jpg,2,m,"(553, 536, 97, 97)",Yes,rhiyasharma,24:11.2,Validate
4053,MC6_5,MC6_5_0002_vid_816872.jpg,1,m,"(434, 802, 29, 135)",Yes,rhiyasharma,59:54.3,Train
4056,MC6_5,MC6_5_0002_vid_845190.jpg,2,m,"(653, 459, 39, 80)",Yes,priya,40:39.2,Train
4057,MC6_5,MC6_5_0002_vid_845190.jpg,2,u,"(1050, 857, 22, 114)",Yes,priya,40:39.2,Train
4058,MC6_5,MC6_5_0002_vid_847288.jpg,1,m,"(349, 516, 136, 97)",Yes,rhiyasharma,59:54.3,Train
4061,MC6_5,MC6_5_0002_vid_85697.jpg,1,m,"(343, 560, 26, 157)",Yes,priya,15:17.9,Validate
4062,MC6_5,MC6_5_0002_vid_871075.jpg,1,u,"(1028, 847, 43, 120)",Yes,rhiyasharma,59:54.3,Train
4064,MC6_5,MC6_5_0002_vid_873656.jpg,2,m,"(628, 367, 78, 95)",Yes,rhiyasharma,24:46.9,Validate
4065,MC6_5,MC6_5_0002_vid_873656.jpg,2,u,"(1037, 880, 27, 90)",Yes,rhiyasharma,24:46.9,Validate
4068,MC6_5,MC6_5_0002_vid_883533.jpg,2,m,"(579, 443, 70, 121)",Yes,rhiyasharma,24:11.2,Train
4069,MC6_5,MC6_5_0002_vid_883533.jpg,2,u,"(1035, 853, 36, 114)",Yes,rhiyasharma,24:11.2,Train
4072,MC6_5,MC6_5_0002_vid_8899.jpg,1,m,"(175, 756, 115, 64)",Yes,rhiyasharma,04:05.6,Train
4074,MC6_5,MC6_5_0002_vid_913538.jpg,2,m,"(478, 786, 94, 150)",Yes,rhiyasharma,04:05.6,Train
4075,MC6_5,MC6_5_0002_vid_913538.jpg,2,u,"(1034, 872, 26, 97)",Yes,rhiyasharma,04:05.6,Train
4078,MC6_5,MC6_5_0002_vid_94499.jpg,2,m,"(243, 329, 60, 162)",Yes,rhiyasharma,24:46.9,Train
4079,MC6_5,MC6_5_0002_vid_94499.jpg,2,f,"(53, 126, 160, 66)",Yes,rhiyasharma,24:46.9,Train
4083,MC6_5,MC6_5_0002_vid_965478.jpg,1,u,"(1022, 871, 36, 97)",Yes,priya,00:28.2,Train
4084,MC6_5,MC6_5_0002_vid_97515.jpg,1,m,"(24, 418, 61, 173)",Yes,rhiyasharma,02:00.9,Train
4087,MC6_5,MC6_5_0002_vid_979302.jpg,1,u,"(1026, 862, 34, 109)",Yes,priya,03:36.0,Train
4089,MC6_5,MC6_5_0002_vid_985963.jpg,1,u,"(1029, 918, 17, 53)",Yes,priya,40:39.2,Validate
4090,MC6_5,MC6_5_0002_vid_9886.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4092,MC6_5,MC6_5_0003_vid_1008626.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4094,MC6_5,MC6_5_0003_vid_1024675.jpg,2,f,"(783, 20, 64, 100)",Yes,rhiyasharma,24:46.9,Validate
4095,MC6_5,MC6_5_0003_vid_1024675.jpg,2,u,"(888, 933, 54, 37)",Yes,rhiyasharma,24:46.9,Validate
4101,MC6_5,MC6_5_0003_vid_1032164.jpg,3,f,"(906, 525, 36, 107)",Yes,priya,58:20.5,Validate
4102,MC6_5,MC6_5_0003_vid_1032164.jpg,3,u,"(870, 843, 76, 102)",Yes,priya,58:20.5,Validate
4103,MC6_5,MC6_5_0003_vid_1032164.jpg,3,u,"(665, 887, 53, 83)",Yes,priya,58:20.5,Validate
4104,MC6_5,MC6_5_0003_vid_1035204.jpg,2,f,"(540, 22, 72, 80)",Yes,rhiyasharma,24:11.2,Train
4105,MC6_5,MC6_5_0003_vid_1035204.jpg,2,u,"(515, 878, 31, 92)",Yes,rhiyasharma,24:11.2,Train
4108,MC6_5,MC6_5_0003_vid_1045313.jpg,0,,,Yes,rhiyasharma,59:54.3,Validate
4110,MC6_5,MC6_5_0003_vid_114172.jpg,1,u,"(779, 905, 64, 64)",Yes,rhiyasharma,04:05.6,Train
4112,MC6_5,MC6_5_0003_vid_1353.jpg,2,m,"(73, 414, 75, 123)",Yes,rhiyasharma,24:46.9,Train
4113,MC6_5,MC6_5_0003_vid_1353.jpg,2,f,"(478, 398, 75, 123)",Yes,rhiyasharma,24:46.9,Train
4117,MC6_5,MC6_5_0003_vid_179476.jpg,2,u,"(1035, 887, 36, 83)",Yes,priya,03:36.0,Train
4118,MC6_5,MC6_5_0003_vid_179476.jpg,2,m,"(161, 377, 36, 124)",Yes,priya,03:36.0,Train
4121,MC6_5,MC6_5_0003_vid_207127.jpg,3,f,"(91, 111, 114, 82)",Yes,priya,00:28.2,Train
4122,MC6_5,MC6_5_0003_vid_207127.jpg,3,u,"(1037, 872, 27, 96)",Yes,priya,00:28.2,Train
4123,MC6_5,MC6_5_0003_vid_207127.jpg,3,m,"(65, 852, 111, 78)",Yes,priya,00:28.2,Train
4124,MC6_5,MC6_5_0003_vid_243034.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4127,MC6_5,MC6_5_0003_vid_27582.jpg,1,m,"(284, 702, 31, 109)",Yes,priya,58:20.5,Train
4130,MC6_5,MC6_5_0003_vid_286200.jpg,3,m,"(118, 548, 113, 96)",Yes,priya,00:28.2,Train
4131,MC6_5,MC6_5_0003_vid_286200.jpg,3,f,"(117, 352, 118, 45)",Yes,priya,00:28.2,Train
4132,MC6_5,MC6_5_0003_vid_286200.jpg,3,u,"(1052, 894, 20, 77)",Yes,priya,00:28.2,Train
4135,MC6_5,MC6_5_0003_vid_339146.jpg,2,f,"(119, 178, 65, 89)",Yes,priya,58:20.5,Train
4136,MC6_5,MC6_5_0003_vid_339146.jpg,2,u,"(1034, 891, 34, 80)",Yes,priya,58:20.5,Train
4137,MC6_5,MC6_5_0003_vid_377246.jpg,2,u,"(1039, 871, 32, 99)",Yes,rhiyasharma,24:11.2,Train
4138,MC6_5,MC6_5_0003_vid_377246.jpg,2,m,"(80, 299, 62, 146)",Yes,rhiyasharma,24:11.2,Train
4142,MC6_5,MC6_5_0003_vid_387162.jpg,2,u,"(1043, 872, 28, 98)",Yes,priya,00:28.2,Validate
4143,MC6_5,MC6_5_0003_vid_387162.jpg,2,f,"(108, 208, 113, 110)",Yes,priya,00:28.2,Validate
4144,MC6_5,MC6_5_0003_vid_39485.jpg,1,m,"(2, 240, 189, 34)",Yes,rhiyasharma,59:54.3,Validate
4146,MC6_5,MC6_5_0003_vid_404797.jpg,0,,,Yes,rhiyasharma,04:05.6,Train
4148,MC6_5,MC6_5_0003_vid_422981.jpg,1,m,"(260, 810, 30, 160)",Yes,rhiyasharma,24:46.9,Validate
4151,MC6_5,MC6_5_0003_vid_45014.jpg,1,u,"(1039, 909, 15, 62)",Yes,priya,03:36.0,Validate
4153,MC6_5,MC6_5_0003_vid_455664.jpg,1,u,"(8, 497, 35, 154)",Yes,priya,45:13.1,Validate
4155,MC6_5,MC6_5_0003_vid_458901.jpg,0,,,Yes,rhiyasharma,12:30.5,Train
4156,MC6_5,MC6_5_0003_vid_461194.jpg,0,,,Yes,rhiyasharma,24:46.9,Validate
4158,MC6_5,MC6_5_0003_vid_475475.jpg,1,m,"(161, 479, 88, 133)",Yes,rhiyasharma,04:05.6,Train
4160,MC6_5,MC6_5_0003_vid_501672.jpg,0,,,Yes,rhiyasharma,24:46.9,Train
4162,MC6_5,MC6_5_0003_vid_503504.jpg,0,,,Yes,rhiyasharma,02:00.9,Train
4166,MC6_5,MC6_5_0003_vid_574441.jpg,2,m,"(484, 683, 139, 43)",Yes,rhiyasharma,02:00.9,Validate
4167,MC6_5,MC6_5_0003_vid_574441.jpg,2,u,"(1034, 718, 36, 132)",Yes,rhiyasharma,02:00.9,Validate
4168,MC6_5,MC6_5_0003_vid_575290.jpg,1,u,"(1027, 880, 46, 90)",Yes,rhiyasharma,24:11.2,Validate
4171,MC6_5,MC6_5_0003_vid_58858.jpg,1,m,"(153, 375, 72, 140)",Yes,priya,15:17.9,Train
4172,MC6_5,MC6_5_0003_vid_612520.jpg,1,u,"(641, 912, 35, 59)",Yes,rhiyasharma,24:46.9,Train
4174,MC6_5,MC6_5_0003_vid_645130.jpg,1,u,"(609, 1, 151, 38)",Yes,rhiyasharma,02:00.9,Train
4176,MC6_5,MC6_5_0003_vid_646163.jpg,2,m,"(632, 151, 113, 31)",Yes,rhiyasharma,02:00.9,Train
4177,MC6_5,MC6_5_0003_vid_646163.jpg,2,u,"(1000, 395, 21, 94)",Yes,rhiyasharma,02:00.9,Train
4180,MC6_5,MC6_5_0003_vid_649485.jpg,1,u,"(1017, 0, 44, 30)",Yes,rhiyasharma,04:05.6,Train
4182,MC6_5,MC6_5_0003_vid_651637.jpg,1,m,"(74, 609, 79, 126)",Yes,rhiyasharma,24:11.2,Train
4184,MC6_5,MC6_5_0003_vid_678550.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4186,MC6_5,MC6_5_0003_vid_681065.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4189,MC6_5,MC6_5_0003_vid_693398.jpg,2,u,"(997, 86, 72, 255)",Yes,priya,00:28.2,Train
4190,MC6_5,MC6_5_0003_vid_693398.jpg,2,u,"(142, 944, 74, 27)",Yes,priya,00:28.2,Train
4191,MC6_5,MC6_5_0003_vid_696513.jpg,1,m,"(872, 249, 38, 192)",Yes,rhiyasharma,59:54.3,Train
4193,MC6_5,MC6_5_0003_vid_737492.jpg,0,,,Yes,rhiyasharma,02:00.9,Train
4195,MC6_5,MC6_5_0003_vid_738520.jpg,1,f,"(488, 720, 60, 125)",Yes,rhiyasharma,04:05.6,Train
4197,MC6_5,MC6_5_0003_vid_755554.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4199,MC6_5,MC6_5_0003_vid_784471.jpg,1,f,"(339, 457, 70, 141)",Yes,rhiyasharma,02:00.9,Train
4202,MC6_5,MC6_5_0003_vid_835697.jpg,3,f,"(862, 267, 78, 113)",Yes,rhiyasharma,24:11.2,Train
4203,MC6_5,MC6_5_0003_vid_835697.jpg,3,m,"(739, 417, 35, 138)",Yes,rhiyasharma,24:11.2,Train
4204,MC6_5,MC6_5_0003_vid_835697.jpg,3,f,"(716, 112, 53, 168)",Yes,rhiyasharma,24:11.2,Train
4208,MC6_5,MC6_5_0003_vid_842884.jpg,0,,,Yes,rhiyasharma,24:46.9,Train
4210,MC6_5,MC6_5_0003_vid_869113.jpg,1,m,"(781, 178, 78, 124)",Yes,rhiyasharma,24:11.2,Train
4212,MC6_5,MC6_5_0003_vid_895835.jpg,1,f,"(790, 475, 30, 135)",Yes,rhiyasharma,59:54.3,Train
4214,MC6_5,MC6_5_0003_vid_9105.jpg,1,m,"(326, 741, 49, 134)",Yes,rhiyasharma,02:00.9,Train
4216,MC6_5,MC6_5_0003_vid_915382.jpg,0,,,Yes,rhiyasharma,24:46.9,Train
4218,MC6_5,MC6_5_0003_vid_917323.jpg,2,m,"(297, 165, 38, 135)",Yes,rhiyasharma,24:11.2,Train
4219,MC6_5,MC6_5_0003_vid_917323.jpg,2,f,"(126, 316, 87, 58)",Yes,rhiyasharma,24:11.2,Train
4222,MC6_5,MC6_5_0003_vid_937159.jpg,1,f,"(209, 541, 46, 199)",Yes,rhiyasharma,24:11.2,Train
4224,MC6_5,MC6_5_0003_vid_942508.jpg,2,m,"(690, 884, 73, 86)",Yes,rhiyasharma,24:11.2,Validate
4225,MC6_5,MC6_5_0003_vid_942508.jpg,2,u,"(716, 906, 74, 63)",Yes,rhiyasharma,24:11.2,Validate
4230,MC6_5,MC6_5_0004_vid_1003201.jpg,1,m,"(74, 308, 50, 133)",Yes,rhiyasharma,24:46.9,Train
4233,MC6_5,MC6_5_0004_vid_1038337.jpg,1,m,"(605, 495, 72, 93)",Yes,priya,03:36.0,Validate
4234,MC6_5,MC6_5_0004_vid_1062779.jpg,1,m,"(23, 334, 99, 121)",Yes,rhiyasharma,02:00.9,Train
4236,MC6_5,MC6_5_0004_vid_1063956.jpg,2,m,"(202, 840, 102, 129)",Yes,rhiyasharma,24:11.2,Train
4237,MC6_5,MC6_5_0004_vid_1063956.jpg,2,f,"(737, 135, 53, 97)",Yes,rhiyasharma,24:11.2,Train
4240,MC6_5,MC6_5_0004_vid_148384.jpg,1,m,"(62, 288, 97, 104)",Yes,rhiyasharma,59:54.3,Train
4243,MC6_5,MC6_5_0004_vid_148965.jpg,1,u,"(1042, 896, 20, 75)",Yes,priya,15:17.9,Validate
4244,MC6_5,MC6_5_0004_vid_159029.jpg,1,m,"(130, 342, 86, 132)",Yes,rhiyasharma,24:11.2,Train
4246,MC6_5,MC6_5_0004_vid_18385.jpg,1,m,"(65, 124, 121, 100)",Yes,rhiyasharma,59:54.3,Train
4248,MC6_5,MC6_5_0004_vid_197877.jpg,1,m,"(24, 207, 165, 73)",Yes,rhiyasharma,24:11.2,Train
4250,MC6_5,MC6_5_0004_vid_234236.jpg,1,u,"(1038, 876, 32, 95)",Yes,rhiyasharma,24:11.2,Train
4252,MC6_5,MC6_5_0004_vid_249690.jpg,1,u,"(997, 360, 70, 151)",Yes,rhiyasharma,04:05.6,Train
4254,MC6_5,MC6_5_0004_vid_25178.jpg,0,,,Yes,rhiyasharma,02:00.9,Validate
4256,MC6_5,MC6_5_0004_vid_257648.jpg,0,,,Yes,rhiyasharma,02:00.9,Train
4258,MC6_5,MC6_5_0004_vid_284754.jpg,1,m,"(278, 406, 76, 107)",Yes,rhiyasharma,04:05.6,Validate
4260,MC6_5,MC6_5_0004_vid_299785.jpg,1,m,"(63, 265, 138, 62)",Yes,rhiyasharma,24:46.9,Validate
4266,MC6_5,MC6_5_0004_vid_321076.jpg,0,,,Yes,rhiyasharma,02:00.9,Train
4268,MC6_5,MC6_5_0004_vid_334839.jpg,0,,,Yes,rhiyasharma,24:46.9,Train
4270,MC6_5,MC6_5_0004_vid_34743.jpg,0,,,Yes,rhiyasharma,04:05.6,Train
4273,MC6_5,MC6_5_0004_vid_350335.jpg,1,u,"(1042, 907, 20, 64)",Yes,priya,55:50.9,Train
4275,MC6_5,MC6_5_0004_vid_359444.jpg,2,m,"(239, 356, 78, 106)",Yes,priya,03:36.0,Validate
4276,MC6_5,MC6_5_0004_vid_359444.jpg,2,u,"(1033, 899, 28, 72)",Yes,priya,03:36.0,Validate
4277,MC6_5,MC6_5_0004_vid_369034.jpg,1,m,"(84, 220, 54, 141)",Yes,rhiyasharma,02:00.9,Validate
4279,MC6_5,MC6_5_0004_vid_393348.jpg,0,,,Yes,rhiyasharma,24:11.2,Train
4281,MC6_5,MC6_5_0004_vid_399548.jpg,2,m,"(759, 853, 99, 77)",Yes,rhiyasharma,02:00.9,Validate
4282,MC6_5,MC6_5_0004_vid_399548.jpg,2,f,"(348, 561, 131, 51)",Yes,rhiyasharma,02:00.9,Validate
4285,MC6_5,MC6_5_0004_vid_400199.jpg,1,m,"(760, 287, 34, 138)",Yes,rhiyasharma,59:54.3,Train
4287,MC6_5,MC6_5_0004_vid_401574.jpg,1,m,"(737, 188, 76, 98)",Yes,rhiyasharma,24:11.2,Train
4289,MC6_5,MC6_5_0004_vid_401620.jpg,1,m,"(291, 46, 126, 26)",Yes,rhiyasharma,02:00.9,Train
4291,MC6_5,MC6_5_0004_vid_453956.jpg,1,m,"(13, 653, 85, 141)",Yes,rhiyasharma,59:54.3,Train
4293,MC6_5,MC6_5_0004_vid_513569.jpg,2,m,"(172, 932, 154, 38)",Yes,rhiyasharma,02:00.9,Validate
4294,MC6_5,MC6_5_0004_vid_513569.jpg,2,f,"(859, 43, 41, 60)",Yes,rhiyasharma,02:00.9,Validate
4296,MC6_5,MC6_5_0004_vid_518271.jpg,0,,,Yes,rhiyasharma,59:54.3,Train
4302,MC6_5,MC6_5_0004_vid_578029.jpg,1,f,"(753, 282, 117, 104)",Yes,rhiyasharma,04:05.6,Train
4305,MC6_5,MC6_5_0004_vid_620847.jpg,1,u,"(1054, 1, 25, 167)",Yes,priya,08:18.3,Validate
